"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","cleaning_fee","neigh_simp","price_3_nights"
"238",25809833,"Fantastic Beach House Aptos-Rio Del Mar w/Hot Tub",6805784,"Denise",NA,"Unincorporated Areas",36.96756,-121.89733,"Entire home/apt",543,4,39,2021-12-19,0.92,1,181,11,NA,10.86,"Unincorporated Areas",1639.86
"239",25936044,"Tree House with Modern Amenities",194938518,"Reuben",NA,"Unincorporated Areas",37.10569,-122.06076,"Entire home/apt",368,3,227,2021-12-12,5.27,1,260,42,NA,7.36,"Unincorporated Areas",1111.36
"240",26110653,"Rio Del Mar Beach house",89410846,"Suzanne",NA,"Unincorporated Areas",36.96983,-121.90517,"Entire home/apt",410,4,5,2020-11-23,0.13,1,13,0,NA,8.2,"Unincorporated Areas",1238.2
"241",26391127,"Westside 3BR beach house, ideal location",10978161,"Jesse",NA,"City of Santa Cruz",36.95329,-122.04554,"Entire home/apt",499,3,13,2021-06-19,0.31,1,169,1,NA,9.98,"City of Santa Cruz",1506.98
"242",26421806,"Beautiful Cottage Retreat",35722329,"Holly",NA,"City of Santa Cruz",36.98235,-122.00619,"Entire home/apt",155,3,8,2021-11-29,1.62,2,136,8,NA,3.1,"City of Santa Cruz",468.1
"243",26422257,"Shipper's Retreat",35722329,"Holly",NA,"City of Santa Cruz",36.98141,-122.0053,"Entire home/apt",350,5,3,2019-07-07,0.07,2,103,0,NA,7,"City of Santa Cruz",1057
"244",26427178,"Santa Cruz Sunny Room# 2 near Pleasure Point Beach",3275359,"Jenifer",NA,"City of Capitola",36.96982,-121.96763,"Private room",80,60,6,2021-06-27,0.2,2,177,1,NA,1.6,"City of Capitola",241.6
"245",26499057,"Beach house  - a perfect getaway",1188082,"Marc",NA,"City of Santa Cruz",36.96188,-122.03815,"Entire home/apt",400,14,1,2020-02-16,0.04,1,179,0,NA,8,"City of Santa Cruz",1208
"246",26502166,"Sweet Midtown 2+bedrooms",19176769,"Kimlin",NA,"City of Santa Cruz",36.98286,-122.01193,"Entire home/apt",166,6,2,2018-11-25,0.05,2,135,0,NA,3.32,"City of Santa Cruz",501.32
"247",26530297,"Cozy Comfortable Home in Santa Cruz",199536590,"Shannon",NA,"Unincorporated Areas",36.9758,-121.97961,"Entire home/apt",300,7,0,NA,NA,1,173,0,NA,6,"Unincorporated Areas",906
"248",26642219,"New Aptos Home 235",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97304,-121.90408,"Entire home/apt",361,3,41,2021-12-29,0.98,39,172,23,NA,7.22,"Unincorporated Areas",1090.22
"249",26814403,"The Dolphin House",201644081,"Jacqui",NA,"City of Capitola",36.97189,-121.95325,"Entire home/apt",280,3,38,2021-10-20,0.95,1,99,17,NA,5.6,"City of Capitola",845.6
"250",26947016,"Cute Home: Outdoor Lounges, 300 Yards to Beach!",154342553,"Turnkey",NA,"Unincorporated Areas",36.96877,-121.9039,"Entire home/apt",320,3,12,2021-11-14,0.38,15,363,7,NA,6.4,"Unincorporated Areas",966.4
"251",27136457,"Coho Beach House: walk to beach & shops, sleeps 10",204297282,"Emily",NA,"City of Capitola",36.96401,-121.9705,"Entire home/apt",900,3,15,2019-11-19,0.37,1,0,0,NA,18,"City of Capitola",2718
"252",27463511,"Ocean Views Forever 44",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.89491,-121.837,"Entire home/apt",496,3,52,2021-12-20,1.38,39,310,20,NA,9.92,"Unincorporated Areas",1497.92
"253",27553637,"Seabright Sanctuary",101766884,"Scott",NA,"City of Santa Cruz",36.96508,-122.0055,"Entire home/apt",855,4,1,2021-01-02,0.08,1,294,1,NA,17.1,"City of Santa Cruz",2582.1
"254",27756916,"The Shire",54795841,"Carl",NA,"City of Santa Cruz",36.95367,-122.03617,"Entire home/apt",505,4,4,2020-01-26,0.14,3,343,0,NA,10.1,"City of Santa Cruz",1525.1
"255",27950686,"Pleasure Point Beach Cottage-",21921036,"Karinne",NA,"City of Capitola",36.95587,-121.97678,"Entire home/apt",300,7,10,2021-10-13,0.27,2,297,5,NA,6,"City of Capitola",906
"256",28099121,"Hidden Gem in Midtown!",4261488,"Hallie",NA,"City of Santa Cruz",36.97917,-122.01491,"Entire home/apt",216,3,40,2021-12-21,1,5,51,15,NA,4.32,"City of Santa Cruz",652.32
"257",28552862,"Fall/Winter Getaway. Luxury Ocean/Lake House",112961680,"Gloria",NA,"Unincorporated Areas",36.9676,-121.99131,"Entire home/apt",105,30,4,2020-12-20,0.1,1,10,0,NA,2.1,"Unincorporated Areas",317.1
"258",28941500,"Felton’s cottage",159673582,"Gio",NA,"Unincorporated Areas",37.06557,-122.07901,"Entire home/apt",90,30,1,2021-06-13,0.15,3,57,1,NA,1.8,"Unincorporated Areas",271.8
"259",29364165,"Charming Cabin and Cottage - Hot Tub, Dog-Friendly",14680703,"Suzanne",NA,"Unincorporated Areas",37.11015,-122.11366,"Entire home/apt",290,4,64,2021-12-22,1.81,1,312,24,NA,5.8,"Unincorporated Areas",875.8
"260",29386827,"Stay in Historical Place",19351771,"Suri",NA,"Unincorporated Areas",37.05369,-122.06073,"Entire home/apt",276,3,42,2021-12-27,1.84,1,352,26,NA,5.52,"Unincorporated Areas",833.52
"261",29417771,"Extended Stay Farm-Central Location-WiFi-Private",20210962,"April",NA,"Unincorporated Areas",37.06834,-121.96534,"Entire home/apt",225,7,0,NA,NA,2,363,0,NA,4.5,"Unincorporated Areas",679.5
"262",29661710,"Quiet peaceful private sunny",44764,"Steven",NA,"Unincorporated Areas",36.98142,-121.88344,"Entire home/apt",133,4,101,2021-12-20,2.67,3,89,38,NA,2.66,"Unincorporated Areas",401.66
"263",29941094,"Gorgeous views from every window",6075373,"Tina",NA,"City of Santa Cruz",36.96742,-122.02261,"Entire home/apt",289,30,3,2021-03-21,0.1,1,363,2,NA,5.78,"City of Santa Cruz",872.78
"264",30018440,"This bungalow is located in the desirable Seabright Beach area in Santa Cruz!",15867956,"Surf City",NA,"City of Santa Cruz",36.96498,-122.00759,"Entire home/apt",200,30,17,2021-09-27,0.5,43,160,4,NA,4,"City of Santa Cruz",604
"265",30043164,"Oceanfront Penthouse",5977652,"Barbara",NA,"City of Santa Cruz",36.95328,-122.03799,"Entire home/apt",221,30,0,NA,NA,2,259,0,NA,4.42,"City of Santa Cruz",667.42
"266",30264862,"Redwood Ridge Retreat by the Sea",42497135,"Maya",NA,"Unincorporated Areas",37.04973,-121.95741,"Entire home/apt",302,4,84,2021-12-27,2.31,1,347,34,NA,6.04,"Unincorporated Areas",912.04
"267",30585288,"LeftCoastTiny Santa Cruz Mtns. 7.5 miles to beach",229430996,"Heather",NA,"Unincorporated Areas",37.04971,-122.00035,"Entire home/apt",205,3,81,2021-12-28,2.57,1,19,17,NA,4.1,"Unincorporated Areas",619.1
"268",30677700,"Contemporary Seabright Beach House",15818099,"Matthew",NA,"City of Santa Cruz",36.96583,-122.00984,"Entire home/apt",550,4,24,2021-07-31,0.73,1,60,10,NA,11,"City of Santa Cruz",1661
"269",30895958,"Beauty at the Beach w/ Fire Pit -- Steps to Ocean",154342553,"Turnkey",NA,"City of Santa Cruz",36.9621,-121.9974,"Entire home/apt",1152,5,19,2021-12-24,0.59,15,100,8,NA,23.04,"City of Santa Cruz",3479.04
"270",31411575,"Near Beach, Boardwalk, Pier, Restaurants.",235280815,"Mary Ellen",NA,"City of Santa Cruz",36.96539,-122.02179,"Private room",104,3,112,2021-12-22,3.16,1,103,30,NA,2.08,"City of Santa Cruz",314.08
"271",31711091,"Incredible Ocean Views 100",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.968628,-121.904564,"Entire home/apt",339,3,19,2021-12-27,0.62,39,142,13,NA,6.78,"Unincorporated Areas",1023.78
"272",31831748,"Santa Barbara Style Villa Santa Cruz, CA",70375527,"Kate & Brian",NA,"Unincorporated Areas",36.9928,-121.8435,"Entire home/apt",950,30,6,2021-07-29,0.19,1,27,2,NA,19,"Unincorporated Areas",2869
"273",31855922,"Views and Sunsets Forever 230 D",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96713,-121.90223,"Entire home/apt",361,3,34,2021-12-27,0.97,39,171,14,NA,7.22,"Unincorporated Areas",1090.22
"274",31880477,"Best Views of the Monterey Bay 240",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96833,-121.90325,"Entire home/apt",400,3,12,2021-12-10,0.4,39,73,7,NA,8,"Unincorporated Areas",1208
"275",31905335,"The Rose Cottage",70567530,"Denise",NA,"City of Capitola",36.97399,-121.95058,"Entire home/apt",386,3,37,2021-10-03,1.05,1,228,10,NA,7.72,"City of Capitola",1165.72
"276",32016115,"Amazing West Cliff Ocean View House",206756630,"Jennifer",NA,"City of Santa Cruz",36.94975,-122.05531,"Entire home/apt",536,30,2,2021-05-14,0.07,1,179,1,NA,10.72,"City of Santa Cruz",1618.72
"277",32067970,"Dancing Dolphin 210",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97255,-121.91136,"Entire home/apt",377,3,16,2021-12-26,0.49,39,148,2,NA,7.54,"Unincorporated Areas",1138.54
"278",32109108,"Private estate",4141253,"Les",NA,"Unincorporated Areas",36.98987,-121.88961,"Entire home/apt",999,14,3,2019-08-17,0.09,1,173,0,NA,19.98,"Unincorporated Areas",3016.98
"279",32238710,"Location Location Location Pleasure Point Bungalow",136376,"Annie",NA,"City of Capitola",36.95844,-121.97191,"Entire home/apt",192,4,95,2021-12-14,3.04,2,175,43,NA,3.84,"City of Capitola",579.84
"280",32257442,"Happy Tails Felton Cabin",44288629,"Sarah",NA,"Unincorporated Areas",37.03684,-122.07771,"Private room",45,21,4,2019-10-08,0.12,1,30,0,NA,0.9,"Unincorporated Areas",135.9
"281",32404046,"Whale watcher 137",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97008,-121.90627,"Entire home/apt",396,3,18,2021-12-22,0.57,39,176,8,NA,7.92,"Unincorporated Areas",1195.92
"282",32477487,"The Getaway Monthly Private Studio+Was/Dry+Yard",8777093,"Tavia & Geoffrey",NA,"City of Santa Cruz",36.96547,-122.05594,"Entire home/apt",110,30,93,2021-07-12,2.7,2,286,1,NA,2.2,"City of Santa Cruz",332.2
"283",32642107,"2 bedroom/2 bath Oceanview Apartment",5577045,"Kathy",NA,"Unincorporated Areas",36.97674,-121.90123,"Entire home/apt",120,30,0,NA,NA,1,86,0,NA,2.4,"Unincorporated Areas",362.4
"284",32988831,"Opal Cliff Oasis Beach House with Ocean Views",29235284,"Beach House Rentals",NA,"City of Capitola",36.96902,-121.95866,"Entire home/apt",700,3,0,NA,NA,1,151,0,NA,14,"City of Capitola",2114
"285",33129890,"Cute Pleasure Point Studio - Walk to the Surf",97824505,"Delphina",NA,"City of Capitola",36.95911,-121.97058,"Entire home/apt",117,3,59,2021-11-22,1.77,1,112,23,NA,2.34,"City of Capitola",353.34
"286",33219124,"Jaw-Dropping Beach-Front Retreat!",250113000,"Jaleh",NA,"Unincorporated Areas",36.96667,-121.90175,"Entire home/apt",976,3,57,2021-09-18,1.75,5,298,11,NA,19.52,"Unincorporated Areas",2947.52
"287",33226046,"Charming Hilltop Retreat, Views Over Apple Orchard",356568499,"Justin",NA,"Unincorporated Areas",36.97047,-121.81041,"Entire home/apt",501,3,45,2021-11-02,1.4,1,177,11,NA,10.02,"Unincorporated Areas",1513.02
"288",33399570,"Amazing Ocean Views 134",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96884,-121.90477,"Entire home/apt",418,3,18,2021-11-08,0.55,39,86,5,NA,8.36,"Unincorporated Areas",1262.36
"289",33428799,"4 Bdrm 3.5 Bath Townhouse",521723,"Scott",NA,"City of Scotts Valley",37.04874,-122.02682,"Entire home/apt",275,7,1,2019-07-28,0.03,3,175,0,NA,5.5,"Other",830.5
"290",33527899,"Zayante Hollow",189089724,"Karen",NA,"Unincorporated Areas",37.07391,-122.05585,"Entire home/apt",110,31,70,2020-11-30,2.22,1,52,0,NA,2.2,"Unincorporated Areas",332.2
"291",33618315,"Sunny Banana Belt Home with Hot Tub",199811582,"Deanna",NA,"City of Santa Cruz",36.987,-122.00984,"Entire home/apt",389,4,3,2021-08-06,0.58,1,0,3,NA,7.78,"City of Santa Cruz",1174.78
"292",33640822,"Seascape condo with pool, walk to beach!",51003705,"Bailey Property Management",NA,"Unincorporated Areas",36.95418,-121.8824,"Entire home/apt",400,3,3,2021-09-26,0.09,33,265,2,NA,8,"Unincorporated Areas",1208
"293",33719108,"Ocean View River to Sea Beach House",4266162,"Janet & Marty",NA,"Unincorporated Areas",36.86206,-121.81636,"Entire home/apt",675,7,4,2021-08-29,0.14,2,271,3,NA,13.5,"Unincorporated Areas",2038.5
"294",33778018,"Entire Cozy Cottage In The Redwoods",2632241,"Judith",NA,"Unincorporated Areas",36.97818,-121.90007,"Entire home/apt",52,25,12,2021-11-10,1.57,2,305,12,NA,1.04,"Unincorporated Areas",157.04
"295",33855714,"A Bird Song Cottage Westside Santa  Cruz",253310849,"Denise",NA,"City of Santa Cruz",36.97462,-122.02972,"Entire home/apt",325,3,12,2021-09-06,0.4,1,301,10,NA,6.5,"City of Santa Cruz",981.5
"296",34386627,"Quiet Santa Cruz Respite",62178862,"Mary",NA,"Unincorporated Areas",36.96663,-121.98774,"Private room",80,45,2,2021-12-08,0.07,3,39,1,NA,1.6,"Unincorporated Areas",241.6
"297",34391892,"Pot Belly Beach House",51003705,"Bailey Property Management",NA,"City of Capitola",36.98151,-121.93083,"Entire home/apt",525,3,16,2021-11-28,0.5,33,325,7,NA,10.5,"City of Capitola",1585.5
"298",34417671,"Single Level Beach Home just 2 minutes to sand 140",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97157,-121.9073,"Entire home/apt",349,7,11,2021-09-18,0.36,39,52,3,NA,6.98,"Unincorporated Areas",1053.98
"299",34446612,"Whiskey Hollow, A Cozy Cabin in the Redwoods",55210452,"Jamie",NA,"Unincorporated Areas",37.03311,-122.08142,"Entire home/apt",392,3,95,2021-12-21,3.54,1,123,41,NA,7.84,"Unincorporated Areas",1183.84
"300",34542703,"Luxury on the California Coast",260669181,"Lita",NA,"Unincorporated Areas",36.92564,-121.85664,"Entire home/apt",2257,3,31,2021-10-18,1.38,1,100,15,NA,45.14,"Unincorporated Areas",6816.14
"301",34647243,"Cozy Cottage in Seabright Beach",854712,"David",NA,"City of Santa Cruz",36.96775,-122.00657,"Entire home/apt",313,4,21,2021-11-07,0.72,8,0,9,NA,6.26,"City of Santa Cruz",945.26
"302",34687743,"Perfect house for a beach getaway",179603606,"Lori",NA,"Unincorporated Areas",36.97087,-121.90667,"Entire home/apt",371,3,59,2021-12-23,1.91,1,122,31,NA,7.42,"Unincorporated Areas",1120.42
"303",34744752,"LARGE OCEAN VIEW HOME ON PRIVATE BEACH 623",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.95944,-121.89113,"Entire home/apt",529,3,16,2021-10-18,0.6,39,297,9,NA,10.58,"Unincorporated Areas",1597.58
"304",34784147,"Unique Beach Front Multi-Family Home 389",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96368,-121.89794,"Entire home/apt",1095,4,0,NA,NA,39,7,0,NA,21.9,"Unincorporated Areas",3306.9
"305",34826277,"Adorable & Airy Updated Beach Cottage w/ Patio",154342553,"Turnkey",NA,"City of Capitola",36.95987,-121.96787,"Entire home/apt",187,3,26,2021-11-27,0.84,15,344,15,NA,3.74,"City of Capitola",564.74
"306",35197479,"Ocean Front Living! Gorgeous townhouse",39746913,"Dan & Teresa",NA,"Unincorporated Areas",36.92771,-121.85933,"Entire home/apt",625,14,3,2021-01-02,0.16,1,86,1,NA,12.5,"Unincorporated Areas",1887.5
"307",35228294,"Spectacular Ocean Front Home 367",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96644,-121.89888,"Entire home/apt",855,4,12,2021-12-09,0.45,39,144,6,NA,17.1,"Unincorporated Areas",2582.1
"308",35576239,"The Spot~ Monthly Private Studio+Yard+Was/Dry",8777093,"Tavia & Geoffrey",NA,"City of Santa Cruz",36.96622,-122.05525,"Entire home/apt",110,30,23,2021-12-03,1.37,2,202,5,NA,2.2,"City of Santa Cruz",332.2
"309",35604383,"Harbor Sanctuary- perfect beach getaway for 1",70234500,"Kelly",NA,"City of Santa Cruz",36.9675,-121.99821,"Private room",200,7,20,2021-10-16,0.68,1,21,5,NA,4,"City of Santa Cruz",604
"310",35683088,"Beach Front Beauty 379",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.9644,-121.8982,"Entire home/apt",963,3,23,2021-12-06,0.77,39,295,7,NA,19.26,"Unincorporated Areas",2908.26
"311",36071631,"Westside Santa Cruz Beach Bungalow",97497681,"Dana",NA,"City of Santa Cruz",36.95738,-122.03788,"Entire home/apt",250,30,69,2021-09-07,2.27,1,0,3,NA,5,"City of Santa Cruz",755
"312",36119404,"Walk to Capitola & Private's Beach, Pleasure Point",17386842,"Cal",NA,"City of Capitola",36.968182,-121.958282,"Entire home/apt",773,3,35,2021-10-17,1.27,1,128,14,NA,15.46,"City of Capitola",2334.46
"313",36157727,"Tropical Coastal, Prvt BR/BA 1/4 mile Walk 2 Beach",23138161,"Shaun",NA,"Unincorporated Areas",36.96265,-121.98354,"Private room",98,30,9,2021-08-31,0.3,1,99,1,NA,1.96,"Unincorporated Areas",295.96
"314",36235285,"The Madrone House, a secluded nature retreat.",272538139,"Kareen & Kristen",NA,"Unincorporated Areas",37.10624,-122.0437,"Entire home/apt",153,30,35,2021-11-27,1.33,1,51,6,NA,3.06,"Unincorporated Areas",462.06
"315",36647010,"Zen Living with Ocean Views!",214560197,"Barbara",NA,"Unincorporated Areas",36.97456,-121.91728,"Entire home/apt",341,3,96,2021-11-28,3.2,1,310,36,NA,6.82,"Unincorporated Areas",1029.82
"316",36703446,"Oceanfront Opal Cliff Oasis",59788176,"Marilyn",NA,"City of Capitola",36.9626,-121.96337,"Entire home/apt",1582,4,26,2021-10-17,0.92,1,344,9,NA,31.64,"City of Capitola",4777.64
"317",36763239,"Santa Cruz Mountains Retreat, Private and Quiet",276333206,"Patty",NA,"Unincorporated Areas",37.08674,-122.1424,"Entire home/apt",95,7,13,2020-08-07,0.44,1,100,0,NA,1.9,"Unincorporated Areas",286.9
"318",36949735,"62 steps to sand - historic Capitola beach cottage",34349,"Richard",NA,"City of Capitola",36.97287,-121.95236,"Entire home/apt",457,3,152,2021-12-25,5.63,2,94,54,NA,9.14,"City of Capitola",1380.14
"319",36968255,"Walk to Everything in Downtown. Victorian Treasure",3756788,"Brion",NA,"City of Santa Cruz",36.97319,-122.03159,"Private room",89,6,12,2021-11-30,1.53,5,158,12,NA,1.78,"City of Santa Cruz",268.78
"320",37045941,"The Blue Beach House",217115692,"Monica",NA,"City of Santa Cruz",36.96115,-122.02652,"Entire home/apt",139,30,1,2019-11-30,0.04,1,136,0,NA,2.78,"City of Santa Cruz",419.78
"321",37365313,"Exclusive Beach Retreat 411",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96324,-121.89619,"Entire home/apt",854,3,13,2021-11-14,0.81,39,334,8,NA,17.08,"Unincorporated Areas",2579.08
"322",37685372,"Steps to Black's Beach",37075069,"Kathryn",NA,"Unincorporated Areas",36.9634,-121.99251,"Entire home/apt",190,3,90,2021-12-19,3.15,1,279,48,NA,3.8,"Unincorporated Areas",573.8
"323",37754160,"The Artists' Tree House",10763950,"Angel And Mike",NA,"Unincorporated Areas",37.15119,-122.13627,"Entire home/apt",434,3,94,2021-12-27,3.38,1,76,50,NA,8.68,"Unincorporated Areas",1310.68
"324",37781070,"Peacock Suite - Views of cow pasture and redwoods",44748394,"Colin",NA,"City of Santa Cruz",36.99855,-122.00413,"Entire home/apt",229,5,32,2021-09-26,1.13,3,109,13,NA,4.58,"City of Santa Cruz",691.58
"325",37787782,"Mountain Lady monthly",159673582,"Gio",NA,"Unincorporated Areas",37.01334,-122.06148,"Entire home/apt",125,28,2,2021-01-26,0.09,3,0,1,NA,2.5,"Unincorporated Areas",377.5
"326",37969678,"Seaside Getaway 118",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.9693,-121.90475,"Entire home/apt",332,3,5,2021-09-27,0.7,39,86,5,NA,6.64,"Unincorporated Areas",1002.64
"327",38097485,"Stay in your own cabin-yurt near the beach!",3676874,"Katie",NA,"City of Watsonville",36.93301,-121.7975,"Private room",100,5,5,2021-09-20,0.18,2,0,2,NA,2,"Other",302
"328",38160593,"Peacock Cottage - Country life, close to town",44748394,"Colin",NA,"Unincorporated Areas",36.99968,-122.00627,"Entire home/apt",300,4,18,2021-11-27,0.63,3,118,8,NA,6,"Unincorporated Areas",906
"329",38349854,"Quiet La Selva Retreat, large back yard & deck",27122853,"Lynne",NA,"Unincorporated Areas",36.94728,-121.85273,"Entire home/apt",345,3,63,2021-12-22,2.24,1,119,29,NA,6.9,"Unincorporated Areas",1041.9
"330",38516318,"Exquisite beach house beauty 210",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96985,-121.90347,"Entire home/apt",514,3,27,2021-12-26,1.69,39,0,20,NA,10.28,"Unincorporated Areas",1552.28
"331",38663524,"Pleasure Point/Santa Cruz House, 1 Block to Beach!",126644773,"Evolve",NA,"City of Capitola",36.95996,-121.9683,"Entire home/apt",353,4,11,2020-10-04,0.4,3,120,0,NA,7.06,"City of Capitola",1066.06
"332",39108453,"Restful Retreat Cottage in charming Capitola",154383119,"Peggy",NA,"City of Capitola",36.9756,-121.94669,"Entire home/apt",115,30,3,2020-10-18,0.16,1,138,0,NA,2.3,"City of Capitola",347.3
"333",39135559,"Cozy, Coastal Family Home in Aptos",51003705,"Bailey Property Management",NA,"Unincorporated Areas",36.97529,-121.90865,"Entire home/apt",254,3,3,2021-06-07,0.19,33,307,2,NA,5.08,"Unincorporated Areas",767.08
"334",39246072,"Whale's Tail Beach Cottage",278072884,"Wesley",NA,"Unincorporated Areas",36.97097,-121.90437,"Entire home/apt",314,3,24,2021-11-24,1.4,1,352,20,NA,6.28,"Unincorporated Areas",948.28
"335",39279044,"Ocean Ranch House",237364732,"Bill",NA,"Unincorporated Areas",36.98961,-121.89999,"Entire home/apt",411,3,56,2021-08-14,2.15,1,177,25,NA,8.22,"Unincorporated Areas",1241.22
"336",39362133,"Sunny Room #1 in Santa Cruz House near best surf",3275359,"Jenifer",NA,"City of Capitola",36.96957,-121.96925,"Private room",70,60,4,2021-12-10,0.29,2,132,3,NA,1.4,"City of Capitola",211.4
"337",39489565,"Views, privacy:  ideal for professionals/nurses",303353814,"Paulina",NA,"Unincorporated Areas",37.01886,-121.95287,"Private room",66,5,12,2021-07-15,0.46,2,194,6,NA,1.32,"Unincorporated Areas",199.32
"338",39504767,"Views/quiet/private entrance",303353814,"Paulina",NA,"Unincorporated Areas",37.02073,-121.95293,"Private room",50,5,3,2021-11-25,0.12,2,182,1,NA,1,"Unincorporated Areas",151
"339",39988517,"Modern Bungalow in Soquel w/ Hot Tub!",304715455,"HostWell",NA,"Unincorporated Areas",36.99437,-121.95305,"Entire home/apt",462,3,24,2021-08-06,1.05,4,0,11,NA,9.24,"Unincorporated Areas",1395.24
"340",40350932,"Comfort, Style at the Beach",70693820,"Maree",NA,"City of Santa Cruz",36.9593,-122.03158,"Private room",50,31,4,2021-12-10,0.17,1,56,2,NA,1,"City of Santa Cruz",151
"341",40353729,"Escape to ""Enseñada Del Sol"" Beach House",1489277,"Gabriel",NA,"Unincorporated Areas",36.96305,-121.98802,"Entire home/apt",624,3,61,2021-12-27,2.49,6,23,38,NA,12.48,"Unincorporated Areas",1884.48
"342",40427628,"Beach retreat with stunning views",52967004,"Erin",NA,"Unincorporated Areas",36.86085,-121.81603,"Entire home/apt",586,3,44,2021-12-27,1.79,1,187,34,NA,11.72,"Unincorporated Areas",1769.72
"343",40470357,"Modern seascape town home just min to beach 1552",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.95323,-121.87371,"Entire home/apt",443,3,12,2021-10-17,0.78,39,350,9,NA,8.86,"Unincorporated Areas",1337.86
"344",40474927,"Westside Charming Victorian Home",9797167,"Sooni",NA,"City of Santa Cruz",36.96887,-122.0414,"Entire home/apt",293,30,1,2020-01-13,0.04,1,213,0,NA,5.86,"City of Santa Cruz",884.86
"345",40561696,"Beach Front Family Getaway 327",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.96556,-121.90067,"Entire home/apt",920,4,4,2021-11-21,0.18,39,121,3,NA,18.4,"Unincorporated Areas",2778.4
"346",40639604,"Hillcrest Hideaway- Happy Place to Stay- Sleeps 5",69535904,"Rachel",NA,"Unincorporated Areas",36.97447,-121.91176,"Entire home/apt",85,30,10,2021-11-19,0.41,1,186,6,NA,1.7,"Unincorporated Areas",256.7
"347",40674420,"Prime Sanctuary in the Majestic St Cruz Mountains",22135995,"Tyler",NA,"Unincorporated Areas",37.0855,-121.97201,"Entire home/apt",190,3,47,2021-08-15,1.93,1,0,5,NA,3.8,"Unincorporated Areas",573.8
"348",40818310,"4790 Surf Rider 's Oceanfront Hideaway *Hot Tub*",62542564,"Kendall & Potter Property Mgmt",NA,"City of Capitola",36.96834,-121.95871,"Entire home/apt",1012,4,1,2021-07-29,0.19,26,6,1,NA,20.24,"City of Capitola",3056.24
"349",41497674,"Dilly-Dally Beach House",77361303,"Mellanie",NA,"City of Capitola",36.976,-121.95128,"Entire home/apt",250,3,18,2021-11-27,1.95,1,87,18,NA,5,"City of Capitola",755
"350",41718611,"Cozy apartment in quiet neighborhood",197603311,"Sabine",NA,"City of Santa Cruz",37.00104,-122.01311,"Entire home/apt",95,28,7,2021-10-01,0.32,1,242,3,NA,1.9,"City of Santa Cruz",286.9
"351",41879312,"One Bedroom Apartment Near Henry Cowell State Park",330885187,"Eugene And Iliana",NA,"Unincorporated Areas",37.02443,-122.03756,"Entire home/apt",126,3,35,2020-12-18,1.56,1,29,0,NA,2.52,"Unincorporated Areas",380.52
"352",41905100,"Long Beach Walks 111",77921432,"Cheshire Rio Realty",NA,"Unincorporated Areas",36.97112,-121.90652,"Entire home/apt",259,3,31,2021-12-22,1.37,39,173,23,NA,5.18,"Unincorporated Areas",782.18
"353",42019921,"Sensational Surf house",301348615,"Alison",NA,"City of Santa Cruz",36.95111,-122.04434,"Entire home/apt",500,30,4,2021-10-15,0.51,1,212,4,NA,10,"City of Santa Cruz",1510
"354",42063541,"Seabright Seashell",15867956,"Surf City",NA,"City of Santa Cruz",36.96615,-122.00846,"Entire home/apt",250,30,12,2021-09-16,0.53,43,148,8,NA,5,"City of Santa Cruz",755
"355",42384925,"Cherry Cottage in Capitola",39753425,"Beachnest",NA,"City of Capitola",36.97515,-121.95182,"Entire home/apt",673,30,0,NA,NA,13,365,0,NA,13.46,"City of Capitola",2032.46
"356",42536317,"Hidden Jewel",335068442,"Deanne",NA,"Unincorporated Areas",36.95063,-121.87382,"Entire home/apt",386,3,6,2021-09-07,0.82,1,363,6,NA,7.72,"Unincorporated Areas",1165.72
"357",42643018,"Pleasure Point Retreat with Hot Tub | Walk to Beach",154342553,"Turnkey",NA,"City of Capitola",36.96089,-121.96996,"Entire home/apt",637,3,21,2021-12-22,1.17,15,279,11,NA,12.74,"City of Capitola",1923.74
"358",42672578,"Boulder Creeks Newest Tiny Home (Brockridge Manor)",54804509,"Jeff",NA,"Unincorporated Areas",37.12195,-122.1224,"Entire home/apt",99,3,52,2021-11-07,2.59,1,104,29,NA,1.98,"Unincorporated Areas",298.98
